customer_id,first_name,last_name,email,phone,signup_date,country,region,segment
CUST-000533,Emma,Taylor,emma.taylor885@example.com,+1-882-423-2850,2022-04-17 08:35:28,Germany,West,Consumer
CUST-000534,Carlos,Wilson,carlos.wilson406@example.com,+1-448-209-1688,2022-09-03 21:09:22,Spain,West,Corporate
CUST-000535,Sofia,Taylor,sofia.taylor255@example.com,,2022-07-03 22:31:27,Mexico,North,Consumer
CUST-000536,Sofia, Thompson  ,sofia.thompson129@example.com,+1-699-438-6189,2022-08-08 20:19:44,Spain,East,Corporate
CUST-000537,Olivia,Davis,olivia.davis706@example.com,+1-586-566-3207,2022-02-13 09:07:39,Usa,West,Corporate
CUST-000538,Sebastian,Anderson,sebastian.anderson195@example.com,+1-780-391-9906,2024-09-30 12:39:29,Mexico,West,Consumer
CUST-000539,Andres,Thompson,andres.thompson71@example.com,+1-743-358-8362,2022-11-25 10:45:54,Spain,East,Consumer
CUST-000540,Olivia,Gomez,olivia.gomez389@example.com,+1-951-389-1306,,Spain,East,Corporate
CUST-000541,David,Thomas,david.thomas675@example.com,+1-751-596-4110,2022-05-10 19:04:50,Germany,West,Corporate
CUST-000542,Sofia,Harris,sofia.harris331@example.com,+1-619-856-6276,2023-08-03 04:01:18,Usa,Central,Corporate
CUST-000543,Luis,Martinez,luis.martinez895@example.com,+1-232-406-2753,2023-01-01 17:40:18,Canada,North,Consumer
CUST-000544,Lucia,Lee,lucia.lee639@example.com,+1-918-804-5193,2024-12-12 01:47:13,Mexico,South,Corporate
CUST-000545,Maria,Gomez,maria.gomez672@example.com,+1-703-281-8668,2023-03-04 23:15:44,Usa,East,Consumer
CUST-000546,Diego,Taylor,diego.taylor844@example.com,+1-831-472-9667,2022-04-30 01:28:48,Germany,North,Corporate
CUST-000547,Maria,Davis,maria.davis100@example.com,+1-303-942-4784,2024-11-29 19:21:25,Brazil,South,Consumer
CUST-000548,David,White,david.white572@example.com,+1-967-771-7802,2023-01-02 03:50:29,Spain,Unknown,Consumer
CUST-000549,Olivia,Jackson,olivia.jackson171@example.com,+1-384-763-7579,2022-08-02 18:22:31,Mexico,South,Consumer
CUST-000550,Andres,Martin,andres.martin925@example.com,+1-522-763-6319,2023-12-23 13:32:02,Brazil,West,Corporate
CUST-000551,Marta, Harris  ,marta.harris577@example.com,+1-758-419-7145,2023-05-08 20:02:00,Germany,East,Consumer
CUST-000552,Olivia,Martin,olivia.martin1@example.com,+1-943-235-5660,2024-03-24 21:41:27,Usa,Central,Consumer
CUST-000553,Pedro,Gomez,pedro.gomez228@example.com,+1-419-522-1355,2023-09-08 10:02:50,Uk,Central,Consumer
CUST-000554,Camila,Martinez,camila.martinez39@example.com,+1-671-564-3557,2022-07-13 05:02:21,Mexico,East,Home Office
CUST-000555,David,Rodriguez,david.rodriguez831@example.com,+1-507-294-7550,2023-06-09 20:43:08,Canada,North,Corporate
CUST-000556,Mateo,Brown,mateo.brown846@example.com,+1-906-919-2562,2024-09-26 21:40:18,Germany,East,Consumer
CUST-000557,Camila,Moore,camila.moore799@example.com,+1-257-989-6478,2022-06-10 12:40:03,Spain,West,Consumer
CUST-000558,John,Rodriguez,john.rodriguez650@example.com,+1-996-847-7266,2022-01-24 01:58:14,Mexico,Central,Consumer
CUST-000559,Sebastian,White,sebastian.white335@example.com,,2022-11-03 05:34:39,Usa,West,Home Office
CUST-000560,Andres,White,andres.white93@example.com,+1-427-642-5747,2024-10-30 14:21:24,Canada,South,Consumer
CUST-000561,Mateo,White,mateo.white562@example.com,+1-608-468-2393,2022-04-11 14:30:35,Uk,West,Corporate
CUST-000562,Sofia,Martinez,sofia.martinez573@example.com,+1-402-699-7476,2024-09-11 23:44:51,Uk,South,Consumer
CUST-000563,Valentina,Rodriguez,valentina.rodriguez74@example.com,+1-472-995-8046,2023-05-12 11:46:30,Germany,Central,Consumer
CUST-000564,Diego,Jackson,diego.jackson357@example.com,+1-395-528-6644,2024-01-19 21:37:20,Germany,North,Corporate
CUST-000565,Carlos,Taylor,carlos.taylor639@example.com,+1-349-651-1735,2024-06-24 08:30:03,Canada,East,Consumer
CUST-000566,Maria,Lopez,maria.lopez249@example.com,+1-835-351-5713,2022-04-22 00:30:00,Mexico,North,Consumer
CUST-000567,Mateo,Gomez,mateo.gomez215@example.com,+1-957-750-4471,2023-11-11 07:25:12,Uk,Central,Corporate
CUST-000568,Sebastian,Lee,sebastian.lee712@example.com,+1-915-884-1301,2022-10-17 13:42:42,Uk,Central,Consumer
CUST-000569,Carlos,Smith,carlos.smith206@example.com,+1-913-832-5444,2023-08-05 01:55:57,Brazil,North,Consumer
CUST-000570,Laura,Taylor,laura.taylor20@example.com,+1-499-864-7332,2022-08-09 08:24:59,Brazil,Central,Home Office
CUST-000571,John,Thomas,john.thomas888@example.com,+1-811-744-2442,2024-09-19 06:47:14,Canada,Central,Home Office
CUST-000572,Sebastian,Gomez,sebastian.gomez254@example.com,+1-742-512-6465,2022-03-23 17:50:16,Brazil,South,Consumer
CUST-000573,James,Taylor,james.taylor242@example.com,+1-713-482-2015,2023-09-12 22:47:03,Mexico,West,Home Office
CUST-000574,Ana,Thompson,ana.thompson231@example.com,+1-355-549-7436,2023-07-28 23:55:05,Canada,North,Corporate
CUST-000575,Valentina,Harris,valentina.harris428@example.com,+1-446-786-3502,2023-04-11 15:31:37,Mexico,Central,Consumer
CUST-000576,Sebastian,Martinez,sebastian.martinez669@example.com,+1-341-794-9869,2023-02-28 07:21:57,Spain,South,Consumer
CUST-000577,Valentina,Martinez,valentina.martinez931@example.com,+1-988-348-3589,2024-05-30 11:33:34,Usa,Central,Consumer
CUST-000578,John,Brown,john.brown860@example.com,+1-349-944-1483,2023-10-13 11:36:11,Brazil,West,Consumer
CUST-000579,Laura,Martinez,laura.martinez110@example.com,+1-334-389-1429,2023-01-20 22:16:53,Uk,East,Corporate
CUST-000580,Andres,Rodriguez,andres.rodriguez237@example.com,+1-903-226-6886,2023-04-21 02:53:37,Germany,West,Consumer
CUST-000581,Andres,Lee,andres.lee189@example.com,+1-596-703-8763,2024-02-05 05:00:24,Canada,South,Consumer
CUST-000582,Diego,Gomez,diego.gomez974@example.com,+1-622-427-4323,2023-07-07 07:26:52,Usa,South,Home Office
CUST-000583,Olivia,Harris,olivia.harris705@example.com,+1-532-668-5043,2024-09-30 15:34:00,Brazil,North,Corporate
CUST-000584,Lucia,Thomas,lucia.thomas627@example.com,+1-960-785-9784,2024-03-18 19:07:23,Germany,North,Consumer
CUST-000585,Olivia,Martin,olivia.martin899@example.com,+1-451-731-9812,2022-03-28 14:24:13,Germany,North,Consumer
CUST-000586,Valentina,Smith,valentina.smith299@example.com,+1-650-607-5989,2023-01-24 10:24:35,Brazil,South,Consumer
CUST-000587,Andres,Smith,andres.smith926@example.com,+1-345-674-8400,2024-11-24 03:17:34,Germany,Central,Consumer
CUST-000588,Camila,Thompson,camila.thompson403@example.com,+1-623-531-8387,2022-10-05 00:54:25,Canada,West,Consumer
CUST-000589,Emma,Martin,emma.martin257@example.com,+1-531-908-3686,2022-07-04 04:29:53,Usa,North,Corporate
CUST-000590,James,Garcia,james.garcia725@example.com,+1-593-944-9383,2024-12-08 22:17:05,Canada,West,Consumer
CUST-000591,Luis,Brown,luis.brown580@example.com,+1-875-353-3656,2023-11-18 05:15:53,Canada,Unknown,Consumer
CUST-000592,Pedro,Martin,pedro.martin642@example.com,+1-385-320-3155,2023-08-15 07:23:08,Usa,Central,Corporate
CUST-000593,Ana,Martin,ana.martin876@example.com,+1-710-756-1094,2024-10-16 22:08:09,Brazil,South,Consumer
CUST-000594,Mateo,Martin,mateo.martin453@example.com,+1-281-815-1107,2024-04-19 08:54:35,Uk,East,Corporate
CUST-000595,Sebastian,Davis,,+1-351-256-6718,2022-04-11 01:20:13,Canada,Unknown,Corporate
CUST-000596,Andres,Anderson,andres.anderson943@example.com,+1-289-250-2784,2023-11-10 15:10:51,Canada,South,Corporate
CUST-000597,Andres,Harris,andres.harris990@example.com,+1-666-967-6901,2022-12-30 01:18:17,Usa,East,Consumer
CUST-000598,Lucia,Garcia,lucia.garcia864@example.com,+1-763-266-5797,,Canada,North,Corporate
CUST-000599,Laura,Thomas,laura.thomas424@example.com,+1-737-414-4425,2024-12-15 22:17:03,Usa,North,Consumer
CUST-000600,Valentina,Garcia,valentina.garcia742@example.com,+1-905-819-5705,2024-09-17 15:32:54,Uk,East,Consumer
CUST-000601,Camila,Harris,camila.harris950@example.com,+1-332-829-9132,2023-12-26 18:55:18,Germany,West,Consumer
CUST-000602,Carlos,Harris,carlos.harris726@example.com,+1-497-398-1025,2023-04-22 04:18:13,Usa,West,Corporate
CUST-000603,John,Davis,john.davis424@example.com,+1-246-541-6728,2024-04-29 20:24:14,Spain,South,Consumer
CUST-000604,Emma,Anderson,emma.anderson810@example.com,+1-269-515-5919,2023-06-06 18:26:52,Uk,East,Corporate
CUST-000605,John, Thomas  ,john.thomas406@example.com,+1-941-782-1477,2023-12-01 06:23:40,Canada,East,Corporate
CUST-000606,Mateo,Lee,mateo.lee662@example.com,+1-339-693-3545,2022-03-14 22:50:08,Brazil,Central,Home Office
CUST-000607,Olivia,Jackson,olivia.jackson856@example.com,+1-733-506-6169,2022-04-25 20:12:48,Uk,North,Consumer
CUST-000608,Marta, Taylor  ,marta.taylor993@example.com,+1-352-487-1510,2022-05-16 12:20:53,Brazil,Central,Corporate
CUST-000609,Camila,Harris,camila.harris192@example.com,+1-809-319-6050,2024-03-08 11:27:02,Germany,North,Consumer
CUST-000610,Maria,Lee,maria.lee381@example.com,+1-662-509-4541,2023-05-02 19:07:05,Mexico,South,Consumer
CUST-000611,Luis,Davis,luis.davis455@example.com,+1-718-225-8907,2022-07-09 18:12:23,Canada,South,Consumer
CUST-000612,Mateo,Perez,mateo.perez795@example.com,+1-535-346-2609,2023-09-28 18:47:32,Germany,South,Consumer
CUST-000613,Luis, Martin  ,luis.martin731@example.com,+1-734-318-1067,2024-03-04 11:19:20,Usa,Central,Home Office
CUST-000614,Marta,Martin,marta.martin106@example.com,+1-733-984-6119,2022-04-05 00:49:06,Uk,East,Corporate
CUST-000615,Emma,Thomas,emma.thomas198@example.com,+1-493-483-9720,2023-02-15 11:37:11,Spain,West,Corporate
CUST-000616,Laura,Martinez,laura.martinez281@example.com,+1-317-215-9422,2022-11-19 03:43:38,Canada,Central,Consumer
CUST-000617,Marta,Wilson,marta.wilson966@example.com,+1-921-490-5011,2022-10-17 06:14:09,Usa,East,Corporate
CUST-000618,Marta,Thompson,marta.thompson52@example.com,+1-333-229-8712,2024-06-27 01:50:13,Usa,West,Consumer
CUST-000619,Diego,Moore,diego.moore722@example.com,+1-810-806-8304,2023-01-02 22:26:21,Mexico,East,Consumer
CUST-000620,Emma,Thompson,emma.thompson998@example.com,+1-973-982-8629,2022-06-10 20:40:21,Canada,North,Corporate
CUST-000621,Olivia,Lopez,olivia.lopez318@example.com,+1-900-859-8625,2024-07-22 17:07:55,Canada,South,Consumer
CUST-000622,Andres,Wilson,andres.wilson402@example.com,+1-387-916-6412,2024-01-15 11:49:27,Brazil,West,Consumer
CUST-000623,Mateo,Lopez,mateo.lopez491@example.com,+1-672-374-5624,2023-12-21 12:41:33,Uk,Central,Consumer
CUST-000624,John,Moore,john.moore334@example.com,+1-769-865-2162,2022-08-08 10:59:59,Uk,West,Consumer
CUST-000625,Diego,Rodriguez,diego.rodriguez562@example.com,+1-362-693-7288,2023-05-15 02:24:18,Mexico,South,Corporate
CUST-000626,Camila,Jackson,camila.jackson581@example.com,+1-550-757-4869,2024-06-10 06:18:06,Germany,North,Corporate
CUST-000627,Camila,Lee,camila.lee607@example.com,,2022-08-23 20:12:36,Usa,West,Consumer
CUST-000628,Lucia,Garcia,lucia.garcia702@example.com,+1-810-989-7208,2022-08-11 11:55:14,Brazil,North,Consumer
CUST-000629,Sofia,White,sofia.white776@example.com,+1-350-876-3444,2022-01-01 16:29:32,Uk,East,Consumer
CUST-000630,Camila,Martin,camila.martin211@example.com,+1-897-524-5910,2023-02-05 20:45:47,Spain,East,Home Office
CUST-000631,Diego,Taylor,diego.taylor597@example.com,+1-208-826-9362,2022-07-02 14:42:58,Spain,South,Home Office
CUST-000632,Luis,Taylor,luis.taylor1@example.com,+1-920-773-6885,2022-04-19 03:59:38,Spain,East,Home Office
CUST-000633,David,Jackson,david.jackson641@example.com,+1-525-928-7271,2024-03-18 14:46:59,Brazil,West,Consumer
CUST-000634,Carlos,Lee,carlos.lee193@example.com,+1-768-593-6902,2022-10-12 15:11:27,Canada,Unknown,Home Office
CUST-000635,Sofia,Martinez,sofia.martinez74@example.com,+1-863-216-3359,2022-01-24 17:43:12,Germany,West,Home Office
CUST-000636,Sofia,Garcia,sofia.garcia658@example.com,+1-625-666-7974,2022-10-09 22:41:30,Canada,West,Consumer
CUST-000637,Sebastian,Martin,sebastian.martin364@example.com,+1-431-390-7959,2024-02-27 22:00:42,Usa,Central,Consumer
CUST-000638,David,Perez,david.perez421@example.com,+1-759-790-7012,2023-07-06 01:13:05,Usa,Central,Consumer
CUST-000639,James, Lopez  ,james.lopez985@example.com,+1-907-281-3327,2024-09-13 19:09:57,Spain,East,Consumer
CUST-000640,Maria,Perez,maria.perez252@example.com,+1-683-845-2279,2022-07-01 23:04:18,Uk,Central,Consumer
CUST-000641,Luis,Thomas,luis.thomas798@example.com,+1-211-680-8438,,Brazil,Central,Corporate
CUST-000642,Diego,Taylor,diego.taylor297@example.com,+1-371-236-5981,2023-08-27 20:31:26,Mexico,North,Corporate
CUST-000643,Camila,Brown,camila.brown673@example.com,+1-498-955-1447,2022-04-16 10:26:33,Brazil,North,Consumer
CUST-000644,Maria,Wilson,maria.wilson136@example.com,+1-830-487-5509,2023-06-01 09:21:19,Usa,North,Corporate
CUST-000645,Camila,Martinez,camila.martinez379@example.com,+1-379-467-4869,2024-07-03 17:39:19,Canada,Central,Home Office
CUST-000646,Marta,Garcia,marta.garcia610@example.com,+1-357-707-7765,2022-10-25 13:57:02,Canada,West,Corporate
CUST-000647,Carlos,Davis,carlos.davis56@example.com,+1-857-470-2900,2023-12-08 01:54:44,Canada,West,Consumer
CUST-000648,Pedro,Lee,pedro.lee240@example.com,+1-588-899-7390,2024-12-26 17:16:45,Mexico,South,Consumer
CUST-000649,Diego,Gomez,diego.gomez950@example.com,+1-659-591-6172,2023-08-15 19:18:21,Germany,North,Consumer
CUST-000650,Sebastian,Taylor,,+1-867-479-6488,2024-06-03 09:50:32,Mexico,North,Consumer
CUST-000651,Camila,Moore,camila.moore792@example.com,+1-891-967-4961,2024-08-02 21:26:05,Spain,South,Consumer
CUST-000652,Carlos,Thomas,carlos.thomas689@example.com,+1-208-269-1195,2022-01-22 14:58:23,Usa,Central,Consumer
CUST-000653,Olivia,Taylor,olivia.taylor743@example.com,+1-490-457-4163,2023-03-26 01:14:21,Usa,Central,Consumer
CUST-000654,Andres,Davis,andres.davis726@example.com,+1-322-288-3128,2022-09-07 13:41:17,Germany,Central,Corporate
CUST-000655,Carlos,Lopez,carlos.lopez260@example.com,+1-501-678-2240,2023-01-13 23:15:26,Brazil,East,Corporate
CUST-000656,Marta,Wilson,marta.wilson800@example.com,+1-275-483-2022,2022-11-28 13:56:14,Brazil,East,Home Office
CUST-000657,Laura,Wilson,laura.wilson452@example.com,+1-271-703-4287,2022-12-31 22:13:13,Brazil,South,Corporate
CUST-000658,John,Martinez,john.martinez224@example.com,+1-828-858-2740,2024-06-02 16:04:38,Germany,East,Consumer
CUST-000659,Maria,Garcia,maria.garcia796@example.com,+1-656-219-9154,2023-05-29 05:25:10,Germany,North,Home Office
CUST-000660,Lucia, Wilson  ,lucia.wilson717@example.com,+1-537-600-1060,2022-11-07 18:45:52,Germany,West,Consumer
CUST-000661,Lucia,Garcia,lucia.garcia4@example.com,+1-593-905-8898,2023-04-08 04:24:46,Uk,Central,Home Office
CUST-000662,James,Thomas,james.thomas411@example.com,+1-256-847-2485,2023-09-13 13:18:07,Uk,East,Consumer
CUST-000663,Olivia,Anderson,olivia.anderson181@example.com,+1-767-240-7294,2023-02-20 06:57:15,Mexico,West,Home Office
CUST-000664,James,Lee,james.lee907@example.com,+1-847-648-4104,2022-06-23 05:05:42,Usa,South,Consumer
CUST-000665,Camila,Rodriguez,camila.rodriguez399@example.com,+1-264-753-6041,2024-09-28 18:11:34,Uk,West,Home Office
CUST-000666,Ana,Smith,ana.smith58@example.com,+1-545-938-1701,2023-11-26 14:45:50,Usa,South,Corporate
CUST-000667,Valentina,Martin,valentina.martin759@example.com,+1-793-438-2180,2022-11-02 01:20:33,Germany,South,Consumer
CUST-000668,Ana,Lee,ana.lee249@example.com,+1-918-864-3138,,Canada,North,Home Office
CUST-000669,John,Martin,john.martin856@example.com,+1-805-265-2742,2022-12-16 04:09:25,Brazil,Central,Corporate
CUST-000670,David,Garcia,david.garcia437@example.com,+1-545-955-7586,2023-02-20 11:48:18,Usa,Central,Consumer
CUST-000671,Marta,Davis,marta.davis608@example.com,+1-377-543-2035,2022-04-04 04:23:46,Mexico,South,Corporate
CUST-000672,Carlos,Taylor,carlos.taylor450@example.com,+1-449-795-1666,2022-12-04 04:51:21,Usa,Central,Consumer
CUST-000673,Carlos,Gomez,carlos.gomez83@example.com,+1-206-207-3939,2024-09-24 03:14:43,Germany,Central,Home Office
CUST-000674,Diego,Lee,diego.lee212@example.com,+1-346-855-5439,2022-09-17 19:02:42,Brazil,West,Consumer
CUST-000675,Carlos,Harris,carlos.harris611@example.com,+1-384-934-9190,2022-03-19 22:17:02,Usa,East,Consumer
CUST-000676,Ana,Thompson,ana.thompson197@example.com,+1-320-742-2567,2023-04-28 22:32:03,Mexico,Central,Consumer
CUST-000677,Olivia,Davis,,+1-398-315-3444,2023-07-21 17:16:22,Brazil,South,Consumer
CUST-000678,Luis,Smith,luis.smith292@example.com,+1-414-645-5118,2024-01-16 12:10:16,Uk,West,Consumer
CUST-000679,Luis,Thompson,luis.thompson162@example.com,+1-229-696-9436,2022-12-27 04:13:32,Usa,South,Corporate
CUST-000680,Camila,White,camila.white430@example.com,+1-403-965-6336,2023-10-30 08:22:34,Spain,North,Consumer
CUST-000681,John, Rodriguez  ,john.rodriguez891@example.com,+1-404-584-4615,2024-04-24 02:40:37,Brazil,Central,Consumer
CUST-000682,Diego,Martinez,diego.martinez951@example.com,+1-824-665-3917,2023-03-19 14:06:08,Mexico,South,Consumer
CUST-000683,Emma,Taylor,emma.taylor208@example.com,+1-543-330-1525,2023-07-07 20:42:16,Usa,East,Consumer
CUST-000684,Olivia,Martin,olivia.martin176@example.com,+1-978-551-4602,2024-05-06 10:44:47,Uk,South,Corporate
CUST-000685,Andres,Brown,andres.brown89@example.com,+1-621-734-9015,2023-04-16 07:52:49,Uk,West,Corporate
CUST-000686,Laura,Gomez,laura.gomez754@example.com,+1-452-453-6362,2024-05-26 15:48:37,Uk,South,Home Office
CUST-000687,Camila,Martinez,camila.martinez428@example.com,+1-245-241-8711,2022-01-11 18:21:28,Usa,West,Consumer
CUST-000688,Mateo,Lopez,mateo.lopez508@example.com,+1-446-285-1203,2024-07-15 14:48:16,Canada,South,Consumer
CUST-000689,David,Garcia,david.garcia492@example.com,+1-885-512-3650,2022-02-02 16:43:19,Spain,Central,Corporate
CUST-000690,Ana,Martin,ana.martin791@example.com,,2024-08-07 06:44:01,Spain,East,Corporate
CUST-000691,Ana,Garcia,ana.garcia915@example.com,+1-907-540-9698,2024-02-28 01:11:27,Mexico,West,Corporate
CUST-000692,Andres,Thompson,andres.thompson807@example.com,+1-901-282-6500,,Uk,East,Home Office
CUST-000693,John,Moore,john.moore477@example.com,+1-833-241-6989,2024-01-19 13:20:29,Canada,Central,Corporate
CUST-000694,Sebastian,Davis,sebastian.davis343@example.com,+1-444-752-2860,2022-10-11 23:37:50,Brazil,Central,Home Office
CUST-000695,Emma,Rodriguez,emma.rodriguez362@example.com,+1-473-715-7929,2023-10-19 10:05:25,Usa,North,Consumer
CUST-000696,Olivia,Lee,olivia.lee540@example.com,+1-325-681-9714,2024-10-23 19:24:02,Mexico,West,Corporate
CUST-000697,Maria,Davis,maria.davis90@example.com,+1-282-600-3929,2024-07-26 10:29:57,Usa,North,Consumer
CUST-000698,John,Martinez,john.martinez155@example.com,+1-409-733-1371,2024-10-13 10:40:26,Brazil,Central,Home Office
CUST-000699,Mateo,Taylor,mateo.taylor455@example.com,+1-955-860-1351,2024-05-10 10:36:49,Canada,North,Consumer
CUST-000700,David,Perez,david.perez422@example.com,+1-792-551-6346,2023-11-19 17:42:00,Uk,Central,Corporate
CUST-000701,Olivia,Martin,olivia.martin581@example.com,+1-335-513-3813,2023-09-15 09:27:59,Canada,West,Consumer
CUST-000702,Pedro,Smith,pedro.smith362@example.com,+1-491-666-3725,2022-10-31 22:31:25,Canada,Central,Consumer
CUST-000703,Carlos,Martinez,carlos.martinez244@example.com,+1-319-242-6187,2022-11-27 20:55:04,Canada,West,Consumer
CUST-000704,Carlos,Davis,carlos.davis682@example.com,+1-524-552-3423,2022-03-13 13:34:38,Brazil,Central,Home Office
CUST-000705,Sebastian,Anderson,sebastian.anderson943@example.com,+1-225-614-9182,2022-09-06 05:17:35,Brazil,East,Consumer
CUST-000706,Sebastian,Perez,sebastian.perez663@example.com,,2023-11-10 10:33:08,Spain,Central,Corporate
CUST-000707,Camila, Martin  ,camila.martin706@example.com,+1-315-949-8847,2023-11-25 01:27:33,Canada,Central,Consumer
CUST-000708,Ana,Moore,ana.moore457@example.com,+1-565-294-6347,2023-03-28 02:00:13,Uk,South,Consumer
CUST-000709,David,Wilson,david.wilson24@example.com,+1-285-751-8298,2023-02-05 03:10:52,Uk,West,Consumer
CUST-000710,Marta,Harris,marta.harris967@example.com,+1-257-882-6915,2024-11-13 14:28:28,Canada,West,Consumer
CUST-000711,James,Gomez,james.gomez354@example.com,+1-559-515-8300,2023-08-06 20:25:35,Usa,South,Corporate
CUST-000712,Olivia,Jackson,olivia.jackson296@example.com,+1-367-945-7944,2024-06-25 15:04:49,Canada,Central,Consumer
CUST-000713,Sofia,Davis,sofia.davis487@example.com,+1-737-543-2083,2023-09-14 21:30:21,Spain,West,Consumer
CUST-000714,Diego,Wilson,diego.wilson180@example.com,+1-769-673-3243,2024-04-28 07:15:17,Canada,West,Consumer
CUST-000715,Mateo,Smith,mateo.smith855@example.com,+1-799-511-9095,2023-09-11 20:21:46,Germany,West,Consumer
CUST-000716,Ana,Martinez,ana.martinez308@example.com,+1-855-851-8742,2023-06-22 04:31:16,Germany,East,Consumer
CUST-000717,Mateo,Rodriguez,mateo.rodriguez123@example.com,+1-983-483-9078,2022-02-28 02:25:45,Uk,East,Consumer
CUST-000718,Camila,Jackson,camila.jackson644@example.com,+1-902-687-2959,2023-06-13 13:35:16,Uk,Unknown,Consumer
CUST-000719,Laura,Brown,laura.brown150@example.com,+1-527-672-3219,2022-04-30 13:00:43,Canada,North,Consumer
CUST-000720,Diego,Taylor,diego.taylor297@example.com,+1-498-742-2258,2022-04-10 18:42:33,Canada,South,Corporate
CUST-000721,Andres,Brown,andres.brown894@example.com,+1-523-901-5932,2023-10-23 09:53:00,Germany,East,Consumer
CUST-000722,Camila,Taylor,,+1-340-730-5610,2022-10-22 13:34:51,Spain,West,Consumer
CUST-000723,Carlos,Lopez,carlos.lopez159@example.com,+1-715-426-4087,2023-03-23 20:20:24,Uk,Central,Corporate
CUST-000724,Sebastian,Lopez,sebastian.lopez472@example.com,+1-278-319-3150,2024-05-04 00:37:57,Brazil,East,Consumer
CUST-000725,James,Martinez,james.martinez912@example.com,+1-811-735-6604,2024-06-24 06:16:11,Germany,East,Consumer
CUST-000726,John,Rodriguez,john.rodriguez878@example.com,+1-910-345-4712,2022-09-21 11:11:35,Canada,South,Consumer
CUST-000727,Maria,Jackson,maria.jackson80@example.com,+1-219-993-8934,2022-08-17 15:42:04,Usa,South,Consumer
CUST-000728,Valentina,White,valentina.white481@example.com,+1-321-459-1709,2022-05-02 02:24:43,Mexico,North,Corporate
CUST-000729,John,Harris,john.harris602@example.com,+1-404-389-6759,2023-02-25 01:03:55,Usa,South,Corporate
CUST-000730,Laura,White,laura.white361@example.com,+1-364-712-4962,2023-12-14 18:22:59,Uk,North,Consumer
CUST-000731,Camila,Gomez,camila.gomez223@example.com,+1-932-396-5617,2024-12-19 06:15:14,Spain,Central,Consumer
CUST-000732,John,Davis,john.davis872@example.com,+1-924-686-7004,2024-10-29 21:27:31,Canada,West,Corporate
CUST-000733,John,Brown,john.brown389@example.com,,2023-12-28 08:17:05,Brazil,North,Corporate
CUST-000734,Marta,Lopez,marta.lopez113@example.com,+1-732-339-9123,2024-08-12 13:09:09,Germany,East,Consumer
CUST-000735,Luis,Garcia,luis.garcia506@example.com,+1-318-594-5646,2023-11-03 16:38:12,Uk,East,Corporate
CUST-000736,Olivia,Rodriguez,olivia.rodriguez298@example.com,+1-638-393-2140,2024-04-14 17:19:07,Germany,East,Consumer
CUST-000737,Mateo,Lopez,mateo.lopez449@example.com,+1-735-874-2392,2024-03-22 04:20:26,Canada,West,Consumer
CUST-000738,Camila,Lopez,camila.lopez67@example.com,+1-572-403-6548,2022-12-12 07:17:28,Uk,West,Consumer
CUST-000739,Diego,Lee,diego.lee784@example.com,+1-930-984-5472,2023-07-25 23:26:28,Brazil,East,Consumer
CUST-000740,Andres, Moore  ,andres.moore524@example.com,+1-485-350-8448,2024-09-19 03:56:00,Usa,East,Consumer
CUST-000741,David,Martinez,david.martinez102@example.com,+1-955-254-2117,2022-03-02 18:08:11,Germany,North,Home Office
CUST-000742,Lucia,Harris,lucia.harris157@example.com,+1-510-836-2578,2023-11-01 02:47:09,Germany,Central,Corporate
CUST-000743,Olivia, Davis  ,olivia.davis678@example.com,+1-709-702-9270,2023-08-25 09:31:36,Uk,East,Corporate
CUST-000744,Sebastian,Thompson,sebastian.thompson976@example.com,+1-982-232-8051,2022-02-06 04:20:15,Brazil,West,Consumer
CUST-000745,Lucia,Martin,lucia.martin37@example.com,+1-233-381-5965,2024-07-30 05:58:34,Brazil,West,Consumer
CUST-000746,Lucia,Lee,lucia.lee583@example.com,+1-891-702-9837,2022-08-13 20:50:00,Brazil,West,Consumer
CUST-000747,Carlos,Perez,carlos.perez401@example.com,+1-469-706-7189,2022-04-25 22:27:43,Germany,Unknown,Corporate
CUST-000748,Pedro,Thomas,pedro.thomas29@example.com,+1-804-246-3100,2022-05-06 13:20:26,Mexico,Central,Consumer
CUST-000749,Marta,Moore,marta.moore439@example.com,+1-553-565-7749,2022-07-19 12:47:21,Usa,South,Consumer
CUST-000750,Pedro,White,pedro.white933@example.com,+1-904-267-5995,2022-06-23 04:10:03,Mexico,South,Consumer
CUST-000751,Marta,Smith,marta.smith674@example.com,+1-632-781-9433,2024-08-01 15:20:03,Mexico,North,Corporate
CUST-000752,Camila,Gomez,camila.gomez387@example.com,+1-784-599-6282,2023-10-11 20:50:43,Usa,West,Consumer
CUST-000753,Emma,Thomas,emma.thomas515@example.com,+1-983-883-6563,2024-10-14 06:04:00,Uk,East,Consumer
CUST-000754,Diego,Davis,diego.davis651@example.com,+1-277-748-4507,2024-10-14 10:27:44,Mexico,North,Consumer
CUST-000755,Camila,Moore,camila.moore640@example.com,,2023-04-08 21:32:56,Mexico,East,Consumer
CUST-000756,Valentina,Lee,valentina.lee215@example.com,+1-555-278-5945,2024-05-24 18:22:24,Spain,East,Consumer
CUST-000757,Sebastian,Thomas,sebastian.thomas425@example.com,+1-611-457-9443,2023-02-14 16:30:05,Germany,Central,Consumer
CUST-000758,Ana,Perez,ana.perez591@example.com,+1-711-418-8656,2023-01-18 09:45:18,Germany,Central,Corporate
